Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
37,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,30520.22955,30524.59446,1605434,1609798,26:45.2,4.3649,39.1,72,4.004,41.016,65.43,,1,737435.2686,737435.2686,4.364902899,39.1,72,39.1,72,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,37,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2686,10/01/2019 6:26,4.364902899,737435.2686,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,3.243299892,4.52E-06,3.11E-06,6.38E-13,0,20,115,4.894765236
38,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,30871.47971,30875.77064,1956684,1960975,32:36.5,4.2909,29.1,80.7,3.696,30.273,66.406,,1,737435.2726,737435.2727,4.290904105,29.1,80.7,29.1,80.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,38,1,254,30870.796,30877.292,20,115,20190110_060000.wav,1956,1,Bm-D,NaN,1,737435.2726,6.496,737435.2727,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,310.4775193,737435.2726,10/01/2019 6:32,6.49600178,737435.2727,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,3.365748535,1.02E-05,5.63E-06,7.23E-12,1,20,115,4.66376647
39,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,30875.99259,30880.94935,1961197,1966153,32:42.0,4.9568,35.7,86.8,4.312,36.133,72.266,,1,737435.2727,737435.2728,4.956802726,35.7,86.8,35.7,86.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,39,1,255,30876.796,30883.292,20,115,20190110_060000.wav,1962,1,Bm-D,NaN,1,737435.2727,6.496,737435.2728,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,253.2926193,737435.2727,10/01/2019 6:32,6.49600178,737435.2728,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-20.60702626,6.60E-06,8.64E-06,9.08E-11,1,20,115,-13.37019077
40,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,30908.47247,30914.7609,1993676,1999965,33:13.5,6.2884,56.4,101.8,5.236,58.594,98.633,,1,737435.2731,737435.2731,6.288398802,56.4,101.8,56.4,101.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,40,1,257,30910.796,30917.292,20,115,20190110_060000.wav,1996,0.99,Bm-D,NaN,1,737435.2731,6.496,737435.2732,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,285.4933056,737435.2731,10/01/2019 6:33,6.49600178,737435.2731,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-18.0834631,7.39E-06,7.36E-06,2.14E-11,1,20,115,-43.84345687
41,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31149.82081,31155.14748,2235025,2240351,37:15.8,5.3267,40.9,81.8,4.774,41.992,73.242,,1,737435.2759,737435.2759,5.326696113,40.9,81.8,40.9,81.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,41,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2759,10/01/2019 6:37,5.326696113,737435.2759,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-11.32893315,5.69E-06,5.24E-06,5.08E-12,0,20,115,-13.99260098
42,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31156.77507,31162.39766,2241979,2247602,37:21.8,5.6226,45,87.7,3.85,47.852,76.172,,1,737435.2759,737435.276,5.622600764,45,87.7,45,87.7,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,42,1,262,31148.796,31165.292,20,115,20190110_060000.wav,2234,1,Bm-D,NaN,1,737435.2759,16.496,737435.276,16.49599783,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,240.0850526,737435.2759,10/01/2019 6:37,16.49599783,737435.2761,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-2.373150333,5.22E-06,4.66E-06,1.22E-12,1,20,115,-5.778389907
43,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31178.74758,31183.33443,2263952,2268538,37:43.7,4.5869,55.7,87.5,3.696,58.594,82.031,,1,737435.2762,737435.2763,4.586899281,55.7,87.5,55.7,87.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,43,1,263,31176.796,31183.292,20,115,20190110_060000.wav,2262,1,Bm-D,NaN,1,737435.2762,6.496,737435.2763,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,145.8633971,737435.2762,10/01/2019 6:37,6.49600178,737435.2763,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,5.367831052,7.16E-06,4.03E-06,2.36E-12,1,20,115,6.19131195
44,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31215.51638,31219.80731,2300720,2305011,38:20.5,4.2909,53,90.5,3.696,54.688,85.938,,1,737435.2766,737435.2767,4.290904105,53,90.5,53,90.5,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,44,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2766,10/01/2019 6:38,4.290904105,737435.2767,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-14.06679288,4.15E-06,4.74E-06,1.28E-11,0,20,115,-15.58068289
45,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31235.01281,31238.56392,2320217,2323768,38:40.0,3.5511,53.6,81.8,2.464,54.688,76.172,,1,737435.2769,737435.2769,3.551097214,53.6,81.8,53.6,81.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,45,1,265,31232.796,31241.292,20,115,20190110_060000.wav,2318,1,Bm-D,NaN,1,737435.2768,8.496,737435.2769,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,100.1409414,737435.2769,10/01/2019 6:38,8.49600099,737435.277,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-16.93979635,5.76E-06,4.69E-06,9.68E-12,1,20,115,-9.2637596
46,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31464.33945,31469.29621,2549543,2554500,42:29.3,4.9568,43.4,83.9,4.158,45.898,77.148,,1,737435.2795,737435.2796,4.956802726,43.4,83.9,43.4,83.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,46,1,269,31462.796,31471.292,20,115,20190110_060000.wav,2548,1,Bm-D,NaN,1,737435.2795,8.496,737435.2796,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,200.7505104,737435.2795,10/01/2019 6:42,8.49600099,737435.2796,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-16.20617865,1.28E-05,1.04E-05,5.16E-11,1,20,115,-9.281018724
47,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31632.89587,31636.29902,2718100,2721503,45:18.9,3.4031,36.4,81.1,2.618,38.086,70.312,,1,737435.2815,737435.2815,3.403099626,36.4,81.1,36.4,81.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,47,1,271,31628.796,31637.292,20,115,20190110_060000.wav,2714,0.99,Bm-D,NaN,1,737435.2814,8.496,737435.2815,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,152.1185533,737435.2815,10/01/2019 6:45,8.49600099,737435.2816,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,14.39023403,1.47E-05,5.68E-06,2.19E-12,1,20,115,15.66950318
48,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31629.86263,31633.11782,2715067,2718322,45:15.9,3.2552,37.5,67.3,2.618,40.039,63.477,,1,737435.2814,737435.2815,3.255202621,37.5,67.3,37.5,67.3,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,48,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2814,10/01/2019 6:45,3.255202621,737435.2815,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-15.39945578,6.48E-06,7.44E-06,2.08E-11,0,20,115,-13.50230627
49,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,31833.79025,31838.08117,2918994,2923285,48:38.8,4.2909,41.8,78.6,3.388,43.945,74.219,,1,737435.2838,737435.2838,4.290904105,41.8,78.6,41.8,78.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,49,1,277,31832.796,31841.292,20,115,20190110_060000.wav,2918,1,Bm-D,NaN,1,737435.2838,8.496,737435.2839,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,157.9052711,737435.2838,10/01/2019 6:48,8.49600099,737435.2839,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,1.945487875,4.81E-06,3.29E-06,7.39E-13,1,20,115,4.932528375
50,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,32242.37808,32246.96493,3327582,3332169,55:27.4,4.5869,66.4,91.8,3.696,67.383,87.891,,1,737435.2885,737435.2886,4.586899281,66.4,91.8,66.4,91.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,50,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2885,10/01/2019 6:55,4.586899281,737435.2886,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,2.308797765,2.91E-06,2.89E-06,4.52E-13,0,20,115,-27.94531554
51,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,32332.8151,32335.99631,3418019,3421200,56:58.8,3.1812,57.5,87,2.772,58.594,84.961,,1,737435.2896,737435.2896,3.181203827,57.5,87,57.5,87,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,51,1,285,32330.796,32337.292,20,115,20190110_060000.wav,3416,0.99,Bm-D,NaN,1,737435.2895,6.496,737435.2896,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,93.8455129,737435.2896,10/01/2019 6:56,6.49600178,737435.2896,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-23.67416065,5.00E-06,5.39E-06,5.17E-11,1,20,115,-25.23890729
52,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,32351.70516,32355.77414,3436909,3440978,57:16.7,4.069,55,76.6,3.542,55.664,74.219,,1,737435.2898,737435.2898,4.068998247,55,76.6,55,76.6,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,52,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2898,10/01/2019 6:57,4.068998247,737435.2898,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-6.054100044,3.67E-06,5.10E-06,2.54E-11,0,20,115,-10.95962475
53,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,32369.83063,32373.97359,3455035,3459178,57:35.8,4.143,60.9,91.1,3.696,62.5,88.867,,1,737435.29,737435.29,4.142997041,60.9,91.1,60.9,91.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,53,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.29,10/01/2019 6:57,4.142997041,737435.29,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-10.22919972,3.80E-06,3.99E-06,1.20E-12,0,20,115,-15.58347109
54,Spectrogram 1,1,20190110_060000.wav,20190110_060000.wav,32435.67417,32439.5212,3520878,3524725,58:40.7,3.847,60.2,90.9,3.234,61.523,85.938,,1,737435.2907,737435.2908,3.847001866,60.2,90.9,60.2,90.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,54,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737435.2907,10/01/2019 6:58,3.847001866,737435.2908,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-24.31615475,4.38E-06,3.86E-06,4.17E-12,0,20,115,-11.84282391
55,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,32595.3023,32608.39703,80649,93744,01:20.3,13.0947,23.6,28.2,8.778,24.414,27.344,,1,737437.1676,737437.1677,13.09469864,23.6,28.2,23.6,28.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,55,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737437.1676,12/01/2019 4:01,13.09469864,737437.1677,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,0.614756444,6.89E-06,5.01E-06,6.98E-12,0,20,115,-2.923302059
56,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,33182.1386,33185.68971,667486,671037,11:07.1,3.5511,40.2,67,2.772,41.016,62.5,,1,737437.1744,737437.1744,3.551097214,40.2,67,40.2,67,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,56,1,298,33180.653,33187.149,20,115,20190112_040000.wav,666,1,Bm-D,NaN,1,737437.1744,6.496,737437.1745,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,95.16940534,737437.1744,12/01/2019 4:11,6.49600178,737437.1745,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-7.301427443,6.39E-06,5.22E-06,7.11E-12,1,20,115,-7.159800749
57,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,33233.48176,33238.58648,718829,723933,11:58.5,5.1047,46.6,86.1,4.312,46.875,80.078,,1,737437.175,737437.175,5.104699731,46.6,86.1,46.6,86.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,57,1,299,33232.653,33239.149,20,115,20190112_040000.wav,718,0.99,Bm-D,NaN,1,737437.175,6.496,737437.1751,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,201.6356394,737437.175,12/01/2019 4:11,6.49600178,737437.1751,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-18.39337785,5.63E-06,5.40E-06,1.58E-11,1,20,115,-24.87627658
58,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,33744.11583,33747.37101,1229463,1232718,20:29.1,3.2552,29.3,58,2.464,31.25,55.664,,1,737437.1809,737437.1809,3.255202621,29.3,58,29.3,58,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,58,1,306,33742.653,33747.149,20,115,20190112_040000.wav,1228,0.99,Bm-D,NaN,1,737437.1809,4.496,737437.1809,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,93.42431523,737437.1809,12/01/2019 4:20,4.49600257,737437.1809,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-12.17104038,4.90E-06,4.91E-06,2.96E-12,1,20,115,-44.8274312
59,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,33932.38862,33937.71528,1417736,1423062,23:37.4,5.3267,35.2,78.4,4.312,38.086,71.289,,1,737437.1831,737437.1831,5.326696113,35.2,78.4,35.2,78.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,59,1,308,33930.653,33939.149,20,115,20190112_040000.wav,1416,1,Bm-D,NaN,1,737437.1831,8.496,737437.1832,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,230.1132721,737437.1831,12/01/2019 4:23,8.49600099,737437.1832,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-13.58206429,7.13E-06,5.33E-06,4.01E-12,1,20,115,-0.955270791
60,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,34252.56077,34256.70374,1737908,1742051,28:57.6,4.143,26.4,72,2.926,34.18,67.383,,1,737437.1868,737437.1868,4.142997041,26.4,72,26.4,72,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,60,1,314,34250.653,34257.149,20,115,20190112_040000.wav,1736,1,Bm-D,NaN,1,737437.1868,6.496,737437.1868,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,188.9206651,737437.1868,12/01/2019 4:28,6.49600178,737437.1869,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,7.098710642,4.77E-05,9.19E-06,9.10E-11,1,20,115,12.12457654
61,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,34403.21297,34408.31769,1888560,1893665,31:28.2,5.1047,35.9,78.9,4.004,39.062,70.312,,1,737437.1885,737437.1886,5.104699731,35.9,78.9,35.9,78.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,61,1,319,34400.653,34411.149,20,115,20190112_040000.wav,1886,1,Bm-D,NaN,1,737437.1885,10.496,737437.1886,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,219.5020884,737437.1885,12/01/2019 4:31,10.4960002,737437.1886,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,4.011089724,9.38E-06,4.87E-06,3.29E-12,1,20,115,7.918547066
62,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,34479.06808,34483.28502,1964415,1968632,32:44.1,4.2169,20.5,58.2,2.926,23.438,48.828,,1,737437.1894,737437.1894,4.216895252,20.5,58.2,20.5,58.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,62,1,321,34476.653,34485.149,20,115,20190112_040000.wav,1962,1,Bm-D,NaN,1,737437.1894,8.496,737437.1895,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,158.976951,737437.1894,12/01/2019 4:32,8.49600099,737437.1895,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,0.876918702,8.67E-06,6.52E-06,4.70E-12,1,20,115,-0.104707921
63,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35165.56137,35168.15072,2650908,2653498,44:10.6,2.5894,39.8,80.9,1.54,42.969,66.406,,1,737437.1973,737437.1974,2.589404583,39.8,80.9,39.8,80.9,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,63,1,325,35162.653,35169.149,20,115,20190112_040000.wav,2648,1,Bm-D,NaN,1,737437.1973,6.496,737437.1974,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,106.4245284,737437.1973,12/01/2019 4:44,6.49600178,737437.1974,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,4.954428673,1.07E-05,5.67E-06,1.14E-11,1,20,115,3.507101155
64,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35304.75458,35308.45365,2790102,2793801,46:30.8,3.6991,29.8,55.2,3.08,30.273,51.758,,1,737437.199,737437.199,3.69910486,29.8,55.2,29.8,55.2,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,64,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737437.199,12/01/2019 4:46,3.69910486,737437.199,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-0.264538274,9.25E-06,6.66E-06,5.04E-12,0,20,115,1.235590738
65,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35423.2457,35426.64885,2908593,2911996,48:28.2,3.4031,67.7,94.1,2.618,69.336,91.797,,1,737437.2003,737437.2004,3.403099626,67.7,94.1,67.7,94.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,65,1,328,35422.653,35429.149,20,115,20190112_040000.wav,2908,0.99,Bm-D,NaN,1,737437.2003,6.496,737437.2004,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,89.84183013,737437.2003,12/01/2019 4:48,6.49600178,737437.2004,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,1.277661464,5.19E-06,3.64E-06,6.56E-13,1,20,115,5.66445898
66,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35656.42645,35660.71738,3141773,3146064,52:21.4,4.2909,35.2,73.4,2.618,39.062,63.477,,1,737437.203,737437.2031,4.290904105,35.2,73.4,35.2,73.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,66,1,335,35654.653,35663.149,20,115,20190112_040000.wav,3140,1,Bm-D,NaN,1,737437.203,8.496,737437.2031,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,163.9125368,737437.203,12/01/2019 4:52,8.49600099,737437.2031,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,19.04243466,1.63E-05,4.27E-06,1.22E-12,1,20,115,20.74126115
67,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35835.888,35842.99022,3321235,3328337,55:21.9,7.1022,29.8,85,4.62,38.086,73.242,,1,737437.2051,737437.2052,7.102204487,29.8,85,29.8,85,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,67,1,345,35834.653,35845.149,20,115,20190112_040000.wav,3320,1,Bm-D,NaN,1,737437.2051,10.496,737437.2052,10.4960002,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,392.0416877,737437.2051,12/01/2019 4:55,10.4960002,737437.2052,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,13.72261866,1.86E-05,4.38E-06,1.86E-12,1,20,115,20.32940077
68,Spectrogram 1,1,20190112_040000.wav,20190112_040000.wav,35850.61032,35856.97273,3335957,3342320,55:35.6,6.3624,39.1,81.4,5.544,41.016,72.266,,1,737437.2053,737437.2053,6.362397596,39.1,81.4,39.1,81.4,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,68,1,346,35852.653,35859.149,20,115,20190112_040000.wav,3338,0.99,Bm-D,NaN,1,737437.2053,6.496,737437.2054,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,269.1294183,737437.2053,12/01/2019 4:55,6.49600178,737437.2053,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-4.108883324,6.02E-06,3.83E-06,1.56E-12,1,20,115,4.890806404
69,Spectrogram 1,1,20190114_030000.wav,20190114_030000.wav,36452.49422,36456.71117,337963,342180,05:37.5,4.2169,63.6,98,3.696,64.453,94.727,,1,737439.1289,737439.129,4.216895252,63.6,98,63.6,98,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,69,1,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,0,NaN,737439.1289,14/01/2019 3:05,4.216895252,737439.129,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,,-17.56697191,6.86E-06,6.18E-06,4.30E-12,0,20,115,-9.724126209
70,Spectrogram 1,1,20190116_010000.wav,20190116_010000.wav,40621.49188,40625.11698,970684,974309,16:10.5,3.6251,35.9,74.1,3.08,37.109,67.383,,1,737441.0529,737441.0529,3.625096008,35.9,74.1,35.9,74.1,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,70,1,402,40620.808,40627.304,20,115,20190116_010000.wav,970,1,Bm-D,NaN,1,737441.0529,6.496,737441.053,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,138.4786675,737441.0529,16/01/2019 1:16,6.49600178,737441.053,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-11.76900525,3.57E-06,4.47E-06,4.03E-12,1,20,115,-7.010508709
71,Spectrogram 1,1,20190116_010000.wav,20190116_010000.wav,40645.8318,40648.93902,995024,998131,16:35.8,3.1072,39.3,79.8,2.156,41.016,71.289,,1,737441.0532,737441.0532,3.107194975,39.3,79.8,39.3,79.8,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,71,1,403,40644.808,40651.304,20,115,20190116_010000.wav,994,1,Bm-D,NaN,1,737441.0532,6.496,737441.0532,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,125.8413965,737441.0532,16/01/2019 1:16,6.49600178,737441.0533,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-17.83585913,4.97E-06,3.63E-06,7.18E-12,1,20,115,-6.022726262
72,Spectrogram 1,1,20190116_010000.wav,20190116_010000.wav,41497.39094,41501.31196,1846583,1850504,30:46.4,3.921,46.8,80,3.388,47.852,76.172,,1,737441.063,737441.0631,3.921000659,46.8,80,46.8,80,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,72,1,420,41494.808,41501.304,20,115,20190116_010000.wav,1844,0.99,Bm-D,NaN,1,737441.063,6.496,737441.0631,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,130.1772219,737441.063,16/01/2019 1:30,6.49600178,737441.0631,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,tp,-33.51777455,4.43E-06,3.97E-06,2.04E-12,1,20,115,-9.843993845
