Selection_table1,View,Channel,BeginFile_table1,EndFile,BeginTime_s__table1,EndTime_s__table1,BegFileSamp_samples_,EndFileSamp_samples_,BeginDateTime,DeltaTime_s__table1,LowFreq_Hz_,HighFreq_Hz_,Dur90__s_,Freq5__Hz_,Freq95__Hz_,From,channel_table1,t0_table1,tEnd_table1,duration_table1,fLow_table1,fHigh_table1,freq_table1_1,freq_table1_2,soundFolder_table1,siteCode_table1,classification_table1,key,detect_t1,Selection_table2,BeginTime_s__table2,EndTime_s__table2,LowFrequency_Hz_,HighFrequency_Hz_,BeginFile_table2,FileOffset_s_,Score,Tags,BeginPath,channel_table2,t0_table2,DeltaTime_s__table2,tEnd_table2,duration_table2,fLow_table2,fHigh_table2,freq_table2_1,freq_table2_2,soundFolder_table2,siteCode_table2,classification_table2,detect_t2,overlap,t0,dt0,duration,tEnd,freq_1,freq_2,soundFolder,result,snr,rmsSignal,rmsNoise,noiseVar,verdict,freq_1,freq_2,snrLurton
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1852,0,3740,359630.548,359639.044,20,115,20190709_100000.wav,240,1,Bm-D,NaN,1,737615.4194,8.496,737615.4195,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4194,9/07/2019 10:03,8.49600099,737615.4195,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-22.40611941,3.11E-06,3.32E-06,8.79E-13,1,20,115,-12.9639421
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1853,0,3743,359936.548,359941.044,20,115,20190709_100000.wav,546,0.99,Bm-D,NaN,1,737615.423,4.496,737615.423,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.423,9/07/2019 10:09,4.49600257,737615.423,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-23.57666997,2.65E-06,2.72E-06,2.32E-13,0,20,115,-17.00958054
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1854,0,3744,360068.548,360075.044,20,115,20190709_100000.wav,678,1,Bm-D,NaN,1,737615.4245,6.496,737615.4246,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4245,9/07/2019 10:11,6.49600178,737615.4246,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-1.823221242,2.68E-06,2.43E-06,3.72E-13,1,20,115,-7.690830825
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1855,0,3749,360464.548,360469.044,20,115,20190709_100000.wav,1074,1,Bm-D,NaN,1,737615.4291,4.496,737615.4291,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4291,9/07/2019 10:17,4.49600257,737615.4291,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,6.169195371,2.92E-06,3.17E-06,1.56E-12,0,20,115,-14.19689379
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1856,0,3752,360616.548,360623.044,20,115,20190709_100000.wav,1226,0.99,Bm-D,NaN,1,737615.4309,6.496,737615.4309,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4309,9/07/2019 10:20,6.49600178,737615.4309,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-4.552831486,2.51E-06,2.86E-06,4.36E-13,1,20,115,-5.596511688
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1857,0,3755,360848.548,360855.044,20,115,20190709_100000.wav,1458,0.99,Bm-D,NaN,1,737615.4335,6.496,737615.4336,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4335,9/07/2019 10:24,6.49600178,737615.4336,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-18.27126475,2.61E-06,2.70E-06,5.73E-13,0,20,115,-18.38272117
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1858,0,3756,360940.548,360947.044,20,115,20190709_100000.wav,1550,0.99,Bm-D,NaN,1,737615.4346,6.496,737615.4347,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4346,9/07/2019 10:25,6.49600178,737615.4347,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-6.908989388,2.56E-06,2.71E-06,7.86E-13,0,20,115,-15.23867237
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1859,0,3757,361006.548,361013.044,20,115,20190709_100000.wav,1616,0.99,Bm-D,NaN,1,737615.4354,6.496,737615.4354,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4354,9/07/2019 10:26,6.49600178,737615.4354,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-11.38863123,2.92E-06,8.15E-06,3.86E-10,1,20,115,-11.49518696
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1860,0,3759,361084.548,361093.044,20,115,20190709_100000.wav,1694,1,Bm-D,NaN,1,737615.4363,8.496,737615.4364,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4363,9/07/2019 10:28,8.49600099,737615.4364,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-36.08024546,2.53E-06,2.33E-06,1.12E-13,1,20,115,-4.406725393
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1861,0,3761,361180.548,361187.044,20,115,20190709_100000.wav,1790,0.99,Bm-D,NaN,1,737615.4374,6.496,737615.4375,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4374,9/07/2019 10:29,6.49600178,737615.4375,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,15.38277468,7.96E-06,2.74E-06,1.33E-12,1,20,115,13.11158669
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1862,0,3762,361218.548,361225.044,20,115,20190709_100000.wav,1828,1,Bm-D,NaN,1,737615.4378,6.496,737615.4379,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4378,9/07/2019 10:30,6.49600178,737615.4379,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-13.58648314,3.18E-06,2.24E-06,1.73E-13,1,20,115,7.003470407
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1863,0,3769,361530.548,361535.044,20,115,20190709_100000.wav,2140,0.99,Bm-D,NaN,1,737615.4414,4.496,737615.4415,4.49600257,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4414,9/07/2019 10:35,4.49600257,737615.4415,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-1.220755049,2.75E-06,2.83E-06,9.50E-13,1,20,115,-21.60544864
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1864,0,3770,361588.548,361595.044,20,115,20190709_100000.wav,2198,1,Bm-D,NaN,1,737615.4421,6.496,737615.4422,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4421,9/07/2019 10:36,6.49600178,737615.4422,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-14.17552094,2.50E-06,2.78E-06,8.01E-13,1,20,115,-10.09585106
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1865,0,3773,361962.548,361969.044,20,115,20190709_100000.wav,2572,0.99,Bm-D,NaN,1,737615.4464,6.496,737615.4465,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4464,9/07/2019 10:42,6.49600178,737615.4465,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-8.749685693,2.89E-06,2.46E-06,5.24E-13,0,20,115,-4.591153672
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1866,0,3775,362026.548,362033.044,20,115,20190709_100000.wav,2636,0.99,Bm-D,NaN,1,737615.4472,6.496,737615.4473,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4472,9/07/2019 10:43,6.49600178,737615.4473,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-18.25048002,2.45E-06,2.35E-06,2.35E-13,1,20,115,-13.56843182
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1867,0,3778,362150.548,362157.044,20,115,20190709_100000.wav,2760,0.99,Bm-D,NaN,1,737615.4486,6.496,737615.4487,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4486,9/07/2019 10:45,6.49600178,737615.4487,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-25.84044774,2.60E-06,2.51E-06,4.30E-13,1,20,115,-17.56370336
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1868,0,3779,362200.548,362209.044,20,115,20190709_100000.wav,2810,1,Bm-D,NaN,1,737615.4492,8.496,737615.4493,8.49600099,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4492,9/07/2019 10:46,8.49600099,737615.4493,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-20.55001144,2.79E-06,2.21E-06,1.94E-13,1,20,115,2.418421338
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1869,0,3781,362296.548,362303.044,20,115,20190709_100000.wav,2906,0.99,Bm-D,NaN,1,737615.4503,6.496,737615.4504,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4503,9/07/2019 10:48,6.49600178,737615.4504,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-9.281919147,2.49E-06,3.19E-06,5.09E-12,0,20,115,-10.14076363
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1870,0,3783,362394.548,362401.044,20,115,20190709_100000.wav,3004,1,Bm-D,NaN,1,737615.4514,6.496,737615.4515,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4514,9/07/2019 10:50,6.49600178,737615.4515,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-22.05445315,2.68E-06,3.39E-06,4.21E-12,0,20,115,-9.290881181
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1871,0,3787,362546.548,362553.044,20,115,20190709_100000.wav,3156,0.99,Bm-D,NaN,1,737615.4532,6.496,737615.4533,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4532,9/07/2019 10:52,6.49600178,737615.4533,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-13.66995526,2.78E-06,2.37E-06,4.47E-13,0,20,115,-4.049560979
NaN,,NaN,,,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,,,1872,0,3788,362592.548,362599.044,20,115,20190709_100000.wav,3202,0.99,Bm-D,NaN,1,737615.4537,6.496,737615.4538,6.49600178,20,115,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,casey2019,Bm-D,1,0,737615.4537,9/07/2019 10:53,6.49600178,737615.4538,20,115,m:\annotatedLibrary_MGA\Casey2019\wav\,fp,-11.29377442,5.54E-06,7.79E-06,3.81E-11,0,20,115,-8.788027376
